"","O3","RH","SR","TOUT","WSR","O3P"
"4633",29,46,0.001,30.11,8.9,34.5
"4634",30,50,0.001,29.07,6.9,32.25
"4635",31,53,0.001,28.32,5.3,30.5
"4636",28,55,0.001,27.74,7.4,29.75
"4637",24,57,0.001,26.9,5.5,28.625
"4638",20,64,0.001,26.33,4.9,27.625
"4639",14,70,0.001,25.68,4.3,25.875
"4640",11,73,0.02,25.48,4.4,23.375
"4641",15,71,0.111,25.99,4.6,21.625
"4642",21,65,0.373,27.91,7.1,20.5
"4643",27,61,0.528,29.19,7,20
"4644",45,55,0.658,30.92,6.7,22.125
"4645",70,51,0.741,32.29,7.4,27.875
"4646",75,42,0.766,34.22,7.2,34.75
"4647",53,32,0.792,35.65,11.7,39.625
"4648",44,31,0.704,35.94,12.1,43.75
"4649",44,26,0.601,36.86,11.8,47.375
"4650",46,24,0.49,37.63,10.8,50.5
"4651",42,26,0.216,36.32,10.2,52.375
"4652",37,30,0.082,34.31,11.5,51.375
"4653",30,37,0.009,31.65,11.8,46.375
"4654",32,42,0.001,30.19,18.5,41
"4655",30,47,0.001,28.83,13.4,38.125
"4656",28,50,0.001,28.14,8.3,36.125
"4657",31,52,0.001,27.51,6.3,34.5
"4658",30,54,0.001,26.98,4.6,32.5
"4659",27,57,0.001,26.23,2.6,30.625
"4660",24,59,0.001,25.78,3.9,29
"4661",23,62,0.001,25.39,4.6,28.125
"4662",22,64,0.001,24.91,3.6,26.875
"4663",16,64,0.001,24.73,5.4,25.125
"4664",11,65,0.017,24.63,4.7,23
"4665",14,64,0.11,25.12,6.4,20.875
"4666",17,58,0.373,27.2,6.7,19.25
"4667",30,55,0.528,28.55,7.1,19.625
"4668",56,49,0.655,30.17,7,23.625
"4669",78,45,0.74,31.48,7.6,30.5
"4670",67,37,0.791,33.54,8.5,36.125
"4671",52,33,0.746,34.44,11.4,40.625
"4672",41,30,0.702,35.03,12,44.375
"4673",41,30,0.586,35.51,11.6,47.75
"4674",39,32,0.459,35.25,14.4,50.5
"4675",38,33,0.286,35.07,9.9,51.5
"4676",36,44,0.126,30.96,18,49
"4677",28,49,0.026,28.95,11.3,42.75
"4678",24,51,0.002,28.65,10.5,37.375
"4679",23,55,0.001,27.74,10.2,33.75
"4680",21,60,0.001,26.71,10,31.25
"4681",20,62,0.001,26.25,9.2,28.625
"4682",21,61,0.001,26.11,6.2,26.375
"4683",19,63,0.001,25.36,6.8,24
"4684",14,65,0.001,24.98,5,21.25
"4685",12,68,0.001,24.64,4.9,19.25
"4686",10,69,0.001,24.51,6,17.5
"4687",5,71,0.001,23.94,3.5,15.25
"4688",5,70,0.016,24.05,3.6,13.25
"4689",9,70,0.106,24.61,5.3,11.875
"4690",42,63,0.354,26.56,6.4,14.5
"4691",50,58,0.522,27.74,6.9,18.375
"4692",90,52,0.654,29.58,6.7,27.875
"4693",81,44,0.765,31.39,9,36.5
"4694",42,37,0.786,32.31,14,40.5
"4695",38,33,0.775,33.57,13.4,44.625
"4696",37,31,0.704,34.37,13.6,48.625
"4697",37,30,0.489,34.39,15.1,52.125
"4698",39,29,0.435,34.77,14.2,51.75
"4699",40,28,0.264,34.64,13.3,50.5
"4700",42,30,0.087,33.74,15.5,44.5
"4701",40,32,0.007,32.64,14.2,39.375
"4702",38,36,0.001,31.43,17.9,38.875
"4703",30,46,0.001,29.37,12,37.875
"4704",27,53,0.001,28.05,11.2,36.625
"4705",26,55,0.001,27.36,8.2,35.25
"4706",29,57,0.001,26.81,7.3,34
"4707",28,58,0.001,26.42,6.9,32.5
"4708",26,61,0.001,25.75,6.1,30.5
"4709",22,63,0.001,25.14,7.5,28.25
"4710",19,65,0.001,24.67,4,25.875
"4711",14,67,0.001,24.59,5.5,23.875
"4712",15,70,0.017,23.99,9.1,22.375
"4713",15,70,0.098,23.99,8,21
"4714",16,63,0.353,26.17,6.7,19.375
"4715",27,58,0.523,27.72,7.2,19.25
"4716",45,53,0.65,29.36,7,21.625
"4717",73,47,0.721,30.93,6.7,28
"4718",95,41,0.758,32.84,6.8,37.5
"4719",98,37,0.648,34.2,8.2,48
"4720",69,34,0.477,34.05,10.9,54.75
"4721",48,31,0.316,34.64,11.9,58.875
"4722",31,30,0.036,33.67,12.7,60.75
"4723",29,27,0.06,33.39,13.6,61
"4724",28,29,0.062,32.83,17,58.875
"4725",26,32,0.008,31.78,14.2,53
"4726",21,33,0.002,31.19,12,43.75
"4727",19,34,0.001,30.5,10.1,33.875
"4728",22,40,0.001,29.38,12.1,28
"4729",18,54,0.001,27.89,9.1,24.25
"4730",20,59,0.001,26.76,6.5,22.875
"4731",18,59,0.001,26.15,7.3,21.5
"4732",16,61,0.001,25.24,3.7,20
"4733",12,63,0.001,24.37,2.4,18.25
"4734",14,68,0.001,24.81,7.1,17.375
"4735",13,71,0.001,24.18,8.1,16.625
"4736",10,73,0.019,23.55,8.7,15.125
"4737",12,72,0.115,24.01,8.4,14.375
"4738",15,67,0.36,25.98,7,13.75
"4739",26,61,0.522,27.63,6.7,14.75
"4740",45,53,0.654,29.64,6.1,18.375
"4741",63,48,0.737,31.38,6.6,24.75
"4742",77,41,0.763,33.41,8.2,32.625
"4743",63,36,0.747,34.44,12,38.875
"4744",42,30,0.684,35.47,12.6,42.875
"4745",37,23,0.568,36.44,15.6,46
"4746",33,20,0.419,37.13,13.7,48.25
"4747",32,22,0.249,36.5,14.5,49
"4748",29,22,0.084,35.59,14.2,47
"4749",24,22,0.009,34.3,10.6,42.125
"4750",21,27,0.001,32.89,13.9,35.125
"4751",19,41,0.001,30.87,22.3,29.625
"4752",18,46,0.001,29.97,16.8,26.625
"4753",17,51,0.001,28.84,13.3,24.125
"4754",17,54,0.001,28.25,11,22.125
"4755",16,58,0.001,27,4.7,20.125
"4756",16,62,0.001,26.09,3.4,18.5
"4757",13,63,0.001,25.3,4.3,17.125
"4758",11,65,0.001,24.89,5.3,15.875
"4759",6,67,0.001,24.48,7,14.25
"4760",5,69,0.017,24.32,5.3,12.625
"4761",6,67,0.111,24.96,4.7,11.25
"4762",11,60,0.37,27.39,6.5,10.5
"4763",20,54,0.528,29.22,6.1,11
"4764",40,49,0.658,30.68,6.9,14
"4765",61,43,0.743,32.34,7,20
"4766",47,29,0.798,34.51,12.8,24.5
"4767",34,29,0.78,34.89,15.6,28
"4768",36,27,0.694,35.92,12.8,31.875
"4769",36,25,0.544,36.76,12.3,35.625
"4770",34,25,0.406,36.83,12,38.5
"4771",32,23,0.25,36.45,14.2,40
"4772",30,23,0.083,35.85,14.3,38.75
"4773",28,23,0.008,35,13.9,34.625
"4774",24,36,0.002,32.98,22.3,31.75
"4775",21,43,0.002,31.05,20.6,30.125
"4776",20,46,0.001,30.09,12.7,28.125
"4777",18,49,0.001,29.32,8.2,25.875
"4778",19,53,0.001,28.59,7.4,24
"4779",18,58,0.001,27.38,6.1,22.25
"4780",17,62,0.001,26.37,3,20.625
"4781",13,66,0.001,26.02,5.2,18.75
"4782",9,70,0.001,25.25,4.2,16.875
"4783",4,71,0.001,25.04,4.7,14.75
"4784",4,71,0.017,25.13,5.3,12.75
"4785",6,70,0.111,25.77,5.1,11.25
"4786",13,61,0.365,28.31,6.2,10.5
"4787",24,52,0.523,30.56,5.9,11.25
"4788",46,46,0.652,32.52,6.1,14.875
"4789",71,38,0.738,34.17,7.1,22.125
"4790",75,30,0.623,35.98,7.9,30.375
"4791",72,32,0.136,35.04,7.7,38.875
"4792",76,32,0.458,36.27,10.1,47.875
"4793",50,30,0.156,35.69,10.3,53.375
"4794",47,28,0.272,36.15,10.3,57.625
"4795",41,29,0.144,36.19,11.7,59.75
"4796",39,33,0.055,34.98,12.5,58.875
"4797",31,34,0.011,34.5,10.2,53.875
"4798",20,36,0.001,33.25,7.6,47
"4799",20,39,0.001,32.19,8,40.5
"4800",29,40,0.001,31.38,7.8,34.625
"4801",29,42,0.001,30.61,6.7,32
"4802",23,45,0.001,29.61,8.7,29
"4803",22,48,0.001,28.62,5,26.625
"4804",19,53,0.001,27.35,2.3,24.125
"4805",20,56,0.001,27.19,4.3,22.75
"4806",18,58,0.001,26.65,5.4,22.5
"4807",10,59,0.001,26.15,7.9,21.25
"4808",4,60,0.017,25.8,9.3,18.125
"4809",7,59,0.109,26.58,6,15.375
"4810",13,52,0.357,29.17,7,14.125
"4811",26,47,0.51,31.07,6.3,14.625
"4812",61,42,0.639,32.68,6.6,19.875
"4813",99,37,0.722,34.84,7.1,29.75
"4814",113,33,0.755,36.41,8.3,41.625
"4815",114,29,0.622,38.22,6.6,54.625
"4816",96,30,0.389,38.07,10.9,66.125
"4817",89,32,0.381,37.18,12.5,76.375
"4818",89,31,0.363,37.46,13,85.875
"4819",75,30,0.134,36.62,12.7,92
"4820",62,31,0.043,35.98,12.1,92.125
"4821",40,33,0.005,35.42,7.1,84.75
"4822",40,34,0.001,34.51,7,75.625
"4823",43,35,0.001,33.65,6.6,66.75
"4824",32,43,0.001,32.69,6.8,58.75
"4825",24,52,0.001,31.42,6.2,50.625
"4826",20,57,0.001,30.23,4.9,42
"4827",19,62,0.001,29.02,2.8,35
"4828",19,65,0.001,28.4,7.5,29.625
"4829",18,68,0.001,27.5,5.2,26.875
"4830",18,69,0.001,26.9,5.5,24.125
"4831",17,70,0.002,26.45,7.3,20.875
"4832",14,71,0.023,26.23,7.3,18.625
"4833",13,70,0.115,26.49,8,17.25
"4834",17,64,0.341,28.32,6,16.875
"4835",28,59,0.499,29.81,6.6,18
"4836",48,55,0.639,31.12,6.8,21.625
"4837",77,50,0.684,32.91,6.3,29
"4838",106,44,0.737,34.91,6.9,40
"4839",79,36,0.708,36.32,10.6,47.75
"4840",46,35,0.685,36.36,14.5,51.75
"4841",41,33,0.541,37,13,55.25
"4842",36,32,0.275,36.69,15.6,57.625
"4843",39,31,0.254,35.9,17.7,59
"4844",34,34,0.059,34.86,10.3,57.25
"4845",30,36,0.005,34.05,15.5,51.375
"4846",23,37,0.002,32.44,22.8,41
"4847",22,38,0.001,31.5,15.1,33.875
"4848",22,41,0.001,30.62,17,30.875
"4849",22,44,0.001,29.77,10,28.5
"4850",21,48,0.001,28.87,6.7,26.625
"4851",20,54,0.001,27.53,5.8,24.25
"4852",19,59,0.001,26.57,5.3,22.375
"4853",18,62,0.001,25.86,3.9,20.875
"4854",12,63,0.001,25.52,4.1,19.5
"4855",13,67,0.001,25.04,5.8,18.375
"4856",12,70,0.02,24.49,7.1,17.125
"4857",12,69,0.11,24.91,7.3,15.875
"4858",16,64,0.35,26.68,6.9,15.25
"4859",27,59,0.51,28.29,6.3,16.125
"4860",47,54,0.641,29.91,6.5,19.625
"4861",66,49,0.723,31.64,7.1,25.625
"4862",64,42,0.753,33.77,6.7,32.125
"4863",39,35,0.76,34.85,15.5,35.375
"4864",39,30,0.654,35.71,13.3,38.75
"4865",38,26,0.577,36.29,16.5,42
"4866",35,24,0.406,37.13,13,44.375
"4867",35,22,0.265,37.27,12.2,45.375
"4868",35,21,0.093,36.43,13.2,43.875
"4869",29,37,0.016,33.55,21.4,39.25
"4870",26,48,0.002,31.06,24.5,34.5
"4871",24,54,0.002,29.78,28.9,32.625
"4872",21,58,0.002,28.93,22.5,30.375
"4873",22,59,0.002,28.49,17.7,28.375
"4874",22,60,0.002,27.81,14.1,26.75
"4875",20,62,0.001,27.13,8.4,24.875
"4876",19,64,0.001,26.3,3,22.875
"4877",19,65,0.001,25.72,3.1,21.625
"4878",18,66,0.001,25.28,2,20.625
"4879",14,66,0.001,25.02,3.2,19.375
"4880",11,66,0.016,24.67,4.6,18.125
"4881",10,66,0.1,24.61,4.4,16.625
"4882",17,59,0.366,26.95,5.1,16
"4883",29,55,0.525,28.19,5.3,17.125
"4884",46,51,0.653,29.72,3.3,20.5
"4885",59,46,0.737,31.37,3.9,25.5
"4886",41,37,0.771,33.59,7.5,28.375
"4887",39,34,0.751,35.05,8,31.5
"4888",38,30,0.702,35.98,14.6,34.875
"4889",37,23,0.558,37.02,11.4,38.25
"4890",34,24,0.403,36.76,13.3,40.375
"4891",23,20,0.148,30.18,9.6,39.625
"4892",6,26,0.044,35.06,15.1,34.625
"4893",4,31,0.007,33.81,13.4,27.75
"4894",4,36,0.001,32.3,9.8,23.125
"4895",4,39,0.001,31.39,8.9,18.75
"4921",4,55,0.001,28.29,16,4.33333333333333
"4922",4,58,0.001,27.27,14.3,4.28571428571429
"4923",3,61,0.001,26.54,7.4,4.125
"4924",3,64,0.001,25.63,2.2,4
"4925",3,66,0.001,25.08,3,3.875
"4938",4,30,0.404,35.55,7.9,4.66666666666667
"4939",4,32,0.089,33.29,11.3,4.57142857142857
"4940",3,33,0.049,32.5,9.1,4.375
"4941",3,34,0.01,32.08,8.6,4.25
"4942",4,35,0.001,31.67,17,4.125
"4943",5,45,0.002,30.22,22.5,4
"4944",4,50,0.002,29.24,13.2,3.875
"4945",3,54,0.001,28.31,8.9,3.75
"4946",3,58,0.002,27.56,6.5,3.625
"4947",3,60,0.002,27.01,3.8,3.5
"4962",4,26,0.204,36.1,8.1,5
"4963",4,24,0.162,36.16,9,4.85714285714286
"4964",3,25,0.073,35.62,6.4,4.625
"4965",5,37,0.012,32.94,26.7,4.75
"4966",5,45,0.002,31,22.7,4.625
"4967",5,47,0.002,30.18,22,4.375
"4968",4,50,0.001,29.39,16.7,4.25
"4969",3,54,0.001,28.5,6,4.125
"4970",3,57,0.001,27.64,6,4
"4971",3,61,0.001,26.63,2,3.875
"4988",3,36,0.08,32.53,9.5,4
"4989",3,35,0.011,32.16,10.5,3.83333333333333
"4990",4,43,0.001,30.77,15.1,3.66666666666667
"4991",3,48,0.001,29.16,8.3,3.5
"4992",3,50,0.001,28.75,8.5,3.33333333333333
"4993",3,51,0.001,28.47,13.1,3.16666666666667
"4994",4,55,0.002,27.48,13.8,3.28571428571429
"4995",3,58,0.001,26.83,6.1,3.25
"4996",3,61,0.001,26,3.1,3.25
"4997",3,63,0.001,25.36,7,3.25
"4999",2,68,0.001,24.46,1.8,3
"5000",2,70,0.013,24.31,5.5,2.85714285714286
"5001",3,69,0.087,24.57,5.3,2.85714285714286
"5002",3,62,0.366,27,5,2.71428571428571
"5003",3,57,0.533,28.37,5.1,2.71428571428571
"5005",4,46,0.742,31.59,5.1,2.83333333333333
"5006",6,40,0.788,33.37,3.9,3.28571428571429
"5007",5,33,0.743,34.2,10.9,3.71428571428571
"5008",5,30,0.623,35.12,6.7,4.14285714285714
"5009",4,34,0.037,33.38,4.2,4.28571428571429
"5010",4,42,0.09,30.99,2.5,4.42857142857143
"5011",3,36,0.111,32.51,5.8,4.42857142857143
"5012",4,31,0.057,33.28,10.2,4.375
"5013",4,34,0.008,32.3,15.3,4.375
"5014",4,39,0.002,31,12.5,4.125
"5015",3,41,0.001,30.11,9.8,3.875
"5016",4,42,0.001,29.3,11.2,3.75
"5017",4,44,0.001,28.71,11.5,3.75
"5018",3,49,0.001,27.69,6.8,3.625
"5019",3,52,0.001,26.72,6.7,3.625
"5020",3,55,0.001,25.99,0.4,3.5
"5029",65,40,0.734,31.67,3.7,27.1666666666667
"5030",43,33,0.771,33.34,11.1,29.4285714285714
"5031",42,29,0.768,34.57,12.8,31
"5032",40,27,0.706,35.27,15,35.75
"5033",37,26,0.586,35.88,15,39.625
"5034",36,26,0.422,35.83,14.3,42.375
"5035",37,25,0.254,35.26,17,43.875
"5036",35,24,0.041,34.08,18.8,41.875
"5037",29,31,0.005,32.51,20.5,37.375
"5038",29,41,0.002,30.58,18.8,35.625
"5039",26,46,0.001,29.3,11.5,33.625
"5041",28,48,0.001,27.71,8.1,31.4285714285714
"5042",25,52,0.001,26.68,9.3,29.8571428571429
"5043",26,58,0.001,25.62,5.7,28.2857142857143
"5044",26,62,0.001,24.77,2.6,27
"5045",23,64,0.001,24.49,6.9,26.1428571428571
"5046",18,64,0.001,24.12,2.2,24.5714285714286
"5047",13,65,0.001,23.62,2.1,22.7142857142857
"5048",6,67,0.013,23.24,1,20.625
"5049",14,69,0.084,24.17,3.9,18.875
"5050",19,63,0.364,26.55,5,18.125
"5051",29,59,0.522,27.7,5,18.5
"5052",45,53,0.654,29.52,4.4,20.875
"5053",52,43,0.752,31.44,4.4,24.5
"5054",38,35,0.784,33.4,10.7,27
"5055",38,28,0.768,34.71,11.2,30.125
"5056",33,21,0.696,35.72,14.2,33.5
"5057",32,18,0.57,36.16,13.7,35.75
"5058",31,19,0.441,36.41,11.9,37.25
"5059",31,25,0.246,34.97,17.4,37.5
"5060",31,26,0.091,34.2,14.2,35.75
"5061",29,31,0.012,32.65,16.6,32.875
"5062",25,37,0.002,30.93,15.6,31.25
"5063",23,41,0.002,30.01,10.3,29.375
"5065",23,50,0.001,27.97,9.9,27.5714285714286
"5066",24,52,0.001,27.36,11.1,26.5714285714286
"5067",23,55,0.001,26.69,7.4,25.4285714285714
"5068",22,58,0.002,25.91,4.8,24.1428571428571
"5069",20,62,0.001,25.19,5.4,22.8571428571429
"5070",19,66,0.001,24.35,4.1,22
"5071",16,68,0.001,23.91,6.2,21
"5072",13,70,0.015,23.49,2,20
"5073",15,71,0.055,23.97,2.3,19
"5074",20,62,0.367,26.81,0.8,18.5
"5075",28,58,0.537,28.21,4.6,19.125
"5076",33,47,0.685,30.37,3.4,20.5
"5077",30,38,0.773,32,9.5,21.75
"5078",31,37,0.808,32.5,11.4,23.25
"5079",33,33,0.77,33.4,11.7,25.375
"5080",33,28,0.724,34.49,13.7,27.875
"5081",33,26,0.567,35.19,11.3,30.125
"5083",32,25,0.23,34.84,10.9,32.1428571428571
"5084",29,38,0.107,32.01,25.7,31.5714285714286
"5085",28,48,0.007,29.34,22.3,31.2857142857143
"5086",33,44,0.001,28.96,17.4,31.5714285714286
"5087",31,46,0.001,28.41,13,31.2857142857143
"5088",33,47,0.001,27.91,12.1,31.2857142857143
"5090",31,52,0.001,26.6,4,31
"5091",31,56,0.001,25.78,2.3,30.8571428571429
"5092",30,58,0.001,25.37,3.1,31
"5093",27,61,0.001,24.72,1.9,30.8571428571429
"5094",24,65,0.001,24.08,2.9,29.5714285714286
"5095",19,69,0.001,23.71,4.8,27.8571428571429
"5096",9,70,0.012,23.63,3.9,24.4285714285714
"5097",8,69,0.075,24.13,3.5,22.375
"5098",16,61,0.359,26.68,5.7,20.5
"5099",26,55,0.52,28.69,4.3,19.875
"5100",46,51,0.652,30.18,4.4,21.875
"5101",60,45,0.757,31.89,2.5,26
"5102",42,38,0.808,32.95,10.6,28.25
"5103",40,34,0.772,34.12,10.6,30.875
"5104",39,40,0.253,32.28,6.9,34.625
"5105",31,73,0.075,24.21,6.7,37.5
"5106",27,66,0.34,26.67,7.8,38.875
"5107",34,47,0.225,31.03,3.1,39.875
"5108",34,44,0.096,30.85,4.5,38.375
"5109",21,46,0.005,29.74,6,33.5
"5110",17,50,0.001,28.51,6.2,30.375
"5111",14,53,0.001,27.35,1.9,27.125
"5112",23,48,0.001,28,5.2,25.125
"5113",14,54,0.001,26.89,5.5,23
"5114",24,55,0.001,26.6,5.5,22.625
"5115",22,60,0.001,25.77,4.6,21.125
"5116",24,63,0.001,24.91,3.4,19.875
"5117",20,65,0.001,24.32,7.1,19.75
"5118",17,67,0.001,23.62,2.9,19.75
"5119",13,67,0.001,23.41,3.6,19.625
"5120",9,64,0.012,24.05,6.5,17.875
"5121",11,64,0.079,24.13,6,17.5
"5122",16,57,0.362,26.46,4.9,16.5
"5123",28,53,0.522,27.98,4.2,17.25
"5124",45,48,0.653,29.78,2.6,19.875
"5125",73,45,0.658,30.99,2.8,26.5
"5126",76,39,0.762,32.93,5.4,33.875
"5127",66,33,0.751,34.66,5.5,40.5
"5128",63,29,0.617,36.09,3.4,47.25
"5129",48,28,0.39,36.2,7.7,51.875
"5130",39,25,0.294,36.22,10.9,54.75
"5131",35,24,0.231,36.39,12.8,55.625
"5132",32,26,0.081,35.52,13.2,54
"5133",26,32,0.006,33.72,11.1,48.125
"5134",21,36,0.001,32.39,7.8,41.25
"5135",22,38,0.001,31.4,7.9,35.75
"5136",21,41,0.001,30.4,6.4,30.5
"5137",26,44,0.001,29.69,7.7,27.75
"5138",26,48,0.001,28.46,3.5,26.125
"5139",27,51,0.001,27.69,2.9,25.125
"5140",24,54,0.001,26.97,4.3,24.125
"5141",19,56,0.001,26.14,5.7,23.25
"5142",16,60,0.001,25.17,2.5,22.625
"5143",5,63,0.001,24.34,0.6,20.5
"5144",12,65,0.012,25,4.7,19.375
"5145",15,65,0.083,25.33,6,18
"5146",18,58,0.361,27.75,4.9,17
"5147",29,53,0.519,29.54,3.8,17.25
"5148",51,46,0.649,31.67,3.6,20.625
"5149",80,40,0.734,33.77,3.8,28.25
"5150",95,35,0.762,35.22,5.7,38.125
"5151",85,30,0.747,37.19,2.2,48.125
"5152",59,26,0.683,38.27,9.9,54
"5153",45,23,0.565,38.62,6.8,57.75
"5154",41,21,0.377,39.07,8.8,60.625
"5155",35,22,0.109,37.87,12.2,61.375
"5156",30,21,0.088,37.25,12.3,58.75
"5157",22,26,0.006,35.28,8.8,51.5
"5158",19,31,0.001,33.72,7.2,42
"5159",23,34,0.001,32.33,6.2,34.25
"5160",27,37,0.001,30.91,3.3,30.25
"5161",28,39,0.001,30.05,3.6,28.125
"5162",25,44,0.001,28.89,3.5,26.125
"5163",21,48,0.001,27.98,6.6,24.375
"5164",19,51,0.001,27.02,4.5,23
"5165",13,54,0.001,25.7,1.9,21.875
"5166",12,56,0.001,25.03,0.5,21
"5167",12,63,0.001,25.42,4.6,19.625
"5168",10,65,0.015,25.04,6.1,17.5
"5169",12,66,0.089,25.26,5.9,15.5
"5170",15,61,0.348,27.22,5.6,14.25
"5171",26,56,0.51,28.81,4.9,14.875
"5172",46,51,0.644,30.42,4.6,18.25
"5173",67,45,0.687,30.36,5,25
"5174",96,41,0.753,33.87,4.7,35.5
"5175",105,36,0.727,35.61,2.5,47.125
"5176",66,31,0.664,36.83,7.1,54.125
"5177",46,26,0.56,37.72,5.1,58.375
"5178",38,26,0.359,37.82,8,61.25
"5179",33,26,0.237,37.25,13.4,62.125
"5180",32,25,0.07,36.23,13,60.375
"5181",27,25,0.005,34.92,5.8,55.375
"5182",16,27,0,33.73,4.6,45.375
"5183",19,29,0.001,32.88,9.5,34.625
"5184",29,31,0.001,31.99,15.7,30
"5185",23,44,0.001,30.39,10.8,27.125
"5186",20,54,0.001,28.94,10,24.875
"5187",18,59,0.001,28.06,4.7,23
"5188",19,62,0.001,26.96,3.3,21.375
"5189",18,65,0.001,26.16,3.6,20.25
"5190",15,67,0.001,25.55,4.2,20.125
"5191",10,69,0.001,25.05,6.3,19
"5192",8,70,0.017,24.88,6.5,16.375
"5193",10,69,0.07,25.22,7.7,14.75
"5194",13,64,0.263,26.86,5.4,13.875
"5195",25,58,0.505,28.56,4.9,14.75
"5196",38,54,0.644,29.87,4,17.125
"5197",47,49,0.731,31.19,5,20.75
"5198",49,41,0.776,33.19,1.1,25
"5199",40,34,0.759,34.56,8.6,28.75
"5200",41,30,0.692,35.29,9.3,32.875
"5201",39,25,0.524,36.17,10.8,36.5
"5202",37,22,0.39,36.38,13.7,39.5
"5203",36,20,0.245,36.58,10,40.875
"5204",33,22,0.088,35.62,13.9,40.25
"5205",27,25,0.007,34.25,15.5,37.75
"5206",25,39,0.002,31.61,28.8,34.75
"5207",23,49,0.002,30.07,22.7,32.625
"5208",26,50,0.002,29.24,17.6,30.75
"5209",22,57,0.002,28.39,14.2,28.625
"5210",18,61,0.002,27.58,14.1,26.25
"5211",17,63,0.001,26.77,10.5,23.875
"5212",16,65,0.001,26,4.2,21.75
"5213",15,67,0.001,25.29,2.9,20.25
"5214",14,69,0.001,24.81,1.9,18.875
"5215",10,70,0.001,24.38,2.6,17.25
"5216",8,67,0.016,24.48,6.4,15
"5217",9,67,0.078,24.35,6.7,13.375
"5218",14,62,0.34,26.21,4.8,12.875
"5219",23,57,0.509,28,4.3,13.625
"5220",40,52,0.646,29.5,4.3,16.625
"5221",61,47,0.752,31.26,4.3,22.375
"5222",56,39,0.786,32.97,5.1,27.625
"5223",37,34,0.731,33.86,10.6,31
"5224",39,28,0.655,35.2,9.2,34.875
"5225",37,22,0.524,36.37,11.2,38.375
"5226",34,19,0.474,36.94,10.6,40.875
"5227",33,19,0.302,36.92,10,42.125
"5228",30,24,0.072,34.92,16.8,40.875
"5229",29,38,0.006,31.91,22.9,36.875
"5230",30,44,0.002,30.35,21,33.625
"5231",29,48,0.001,29.28,15.7,32.625
"5232",30,51,0.001,28.41,18.3,31.5
"5233",28,53,0.001,27.78,15.8,30.375
"5234",24,57,0.001,27.06,14.6,29.125
"5235",21,59,0.001,26.35,13,27.625
"5236",18,62,0.001,25.6,7.4,26.125
"5237",17,66,0.001,24.66,2.8,24.625
"5238",16,68,0.001,24.14,2.2,22.875
"5239",13,69,0.001,23.89,4.3,20.875
"5240",12,71,0.014,23.43,1,18.625
"5241",12,69,0.076,24.11,3.1,16.625
"5242",18,62,0.358,26.77,4.7,15.875
"5243",26,59,0.529,27.72,5,16.5
"5244",34,52,0.676,29.88,3.1,18.5
"5245",34,45,0.765,31.35,3.3,20.625
"5246",32,39,0.784,32.72,10.3,22.625
"5247",35,33,0.77,34.47,8.6,25.375
"5248",35,28,0.676,35.32,13.9,28.25
"5249",36,28,0.577,35.82,14.9,31.25
"5250",34,27,0.394,35.9,11.6,33.25
"5251",34,26,0.18,35.61,6,34.25
"5252",33,27,0.047,34.24,17,34.125
"5253",27,39,0.009,31.8,25.2,33.25
"5254",22,44,0.002,30.38,24.4,32
"5255",21,44,0.002,29.37,27.6,30.25
"5256",20,45,0.002,28.71,22.5,28.375
"5257",20,48,0.001,27.79,19,26.375
"5258",19,50,0.001,27.14,16.6,24.5
"5259",19,53,0.001,26.6,10.1,22.625
"5260",18,58,0.001,25.78,3.4,20.75
"5261",17,62,0.001,25.01,2.1,19.5
"5262",15,63,0.001,24.72,3.4,18.625
"5263",8,64,0.001,24.18,6.1,17
"5264",5,65,0.013,23.86,5,15.125
"5265",5,65,0.086,24.07,3.9,13.25
"5266",14,59,0.363,27.12,4.4,12.625
"5267",20,58,0.481,28.04,5.2,12.75
"5268",34,54,0.613,29.46,4.4,14.75
"5269",55,46,0.728,31.38,2.6,19.5
"5270",36,38,0.76,32.87,11.8,22.125
"5271",32,35,0.776,33.97,11.2,25.125
"5272",33,31,0.738,34.65,11.2,28.625
"5273",31,27,0.575,35.2,8.8,31.875
"5274",29,27,0.419,35.34,9.8,33.75
"5275",30,25,0.259,35.86,4.7,35
"5276",26,42,0.072,30.29,13,34
"5277",26,43,0.006,28.74,7.2,30.375
"5278",24,44,0.001,28.33,7,28.875
"5279",21,46,0.001,28.18,7.6,27.5
"5280",17,48,0.001,27.82,5.4,25.5
"5281",22,52,0.001,27.66,12.9,24.375
"5282",19,55,0.001,26.45,3,23.125
"5283",22,58,0.001,25.9,2.5,22.125
"5284",20,59,0.001,25.46,2.7,21.375
"5285",18,60,0.001,24.99,2.7,20.375
"5286",13,63,0.001,24.12,2.5,19
"5287",6,64,0.001,23.81,5.4,17.125
"5288",5,65,0.011,23.49,3.3,15.625
"5289",6,65,0.079,24.01,2.8,13.625
"5290",11,61,0.351,27.11,4.8,12.625
"5291",21,56,0.513,28.78,4.2,12.5
"5292",44,51,0.645,30.41,4.6,15.5
"5293",43,39,0.746,32.62,4.9,18.625
"5294",38,34,0.772,33.6,9.3,21.75
"5295",41,32,0.786,34.62,11.1,26.125
"5296",41,31,0.635,34.88,8.5,30.625
"5297",40,29,0.469,35.1,9.6,34.875
"5298",38,29,0.17,34.38,9.6,38.25
"5299",34,28,0.188,34.9,10.7,39.875
"5300",33,35,0.09,32.36,11.9,38.5
"5301",26,37,0.004,31.17,5.5,36.375
